Column1,01/01/2025,02/01/2025,06/01/2025,07/01/2025,20/01/2025,24/01/2025,27/01/2025,28/01/2025,29/01/2025,30/01/2025,03/02/2025,08/02/2025,10/02/2025,16/02/2025,17/02/2025,24/02/2025,28/02/2025,01/03/2025,03/03/2025,08/03/2025,10/03/2025,11/03/2025,15/03/2025,17/03/2025,19/03/2025,21/03/2025,25/03/2025,31/03/2025,01/04/2025,04/04/2025,05/04/2025,17/04/2025,18/04/2025,19/04/2025,20/04/2025,21/04/2025,23/04/2025,24/04/2025,25/04/2025,26/04/2025,27/04/2025,28/04/2025,01/05/2025,02/05/2025,03/05/2025,04/05/2025,05/05/2025,06/05/2025,08/05/2025,09/05/2025,11/05/2025,17/05/2025,19/05/2025,24/05/2025,26/05/2025,29/05/2025,30/05/2025,31/05/2025,01/06/2025,02/06/2025,06/06/2025,07/06/2025,08/06/2025,09/06/2025,10/06/2025,16/06/2025,17/06/2025,19/06/2025,20/06/2025,21/06/2025,22/06/2025,23/06/2025,24/06/2025,25/06/2025,29/06/2025,01/07/2025,04/07/2025,05/07/2025,06/07/2025,12/07/2025,14/07/2025,21/07/2025,25/07/2025,28/07/2025,01/08/2025,04/08/2025,05/08/2025,09/08/2025,15/08/2025,18/08/2025,20/08/2025,25/08/2025,29/08/2025,01/09/2025,06/09/2025,08/09/2025,11/09/2025,15/09/2025,20/09/2025,21/09/2025,22/09/2025,24/09/2025,28/09/2025,29/09/2025,30/09/2025,01/10/2025,03/10/2025,05/10/2025,06/10/2025,07/10/2025,08/10/2025,09/10/2025,12/10/2025,13/10/2025,23/10/2025,26/10/2025,27/10/2025,28/10/2025,31/10/2025,01/11/2025,02/11/2025,04/11/2025,11/11/2025,17/11/2025,18/11/2025,19/11/2025,27/11/2025,30/11/2025,01/12/2025,06/12/2025,08/12/2025,13/12/2025,16/12/2025,24/12/2025,25/12/2025,26/12/2025,31/12/2025,01/01/2026,02/01/2026,06/01/2026,07/01/2026,19/01/2026,24/01/2026,26/01/2026,02/02/2026,08/02/2026,10/02/2026,16/02/2026,17/02/2026,18/02/2026,23/02/2026,24/02/2026,28/02/2026,01/03/2026,02/03/2026,03/03/2026,08/03/2026,09/03/2026,11/03/2026,15/03/2026,17/03/2026,19/03/2026,21/03/2026,25/03/2026,31/03/2026,01/04/2026,02/04/2026,03/04/2026,04/04/2026,05/04/2026,06/04/2026,10/04/2026,11/04/2026,12/04/2026,13/04/2026,23/04/2026,25/04/2026,27/04/2026,01/05/2026,02/05/2026,03/05/2026,04/05/2026,05/05/2026,06/05/2026,08/05/2026,09/05/2026,10/05/2026,14/05/2026,17/05/2026,18/05/2026,24/05/2026,25/05/2026,30/05/2026,31/05/2026,01/06/2026,02/06/2026,04/06/2026,06/06/2026,07/06/2026,08/06/2026,09/06/2026,10/06/2026,16/06/2026,17/06/2026,19/06/2026,20/06/2026,21/06/2026,22/06/2026,23/06/2026,24/06/2026,25/06/2026,29/06/2026,01/07/2026,03/07/2026,05/07/2026,06/07/2026,12/07/2026,13/07/2026,14/07/2026,21/07/2026,25/07/2026,28/07/2026,01/08/2026,03/08/2026,05/08/2026,10/08/2026,15/08/2026,17/08/2026,20/08/2026,29/08/2026,31/08/2026,06/09/2026,07/09/2026,08/09/2026,10/09/2026,11/09/2026,15/09/2026,20/09/2026,21/09/2026,22/09/2026,24/09/2026,25/09/2026,26/09/2026,28/09/2026,30/09/2026,01/10/2026,03/10/2026,05/10/2026,09/10/2026,12/10/2026,23/10/2026,26/10/2026,28/10/2026,31/10/2026,01/11/2026,02/11/2026,03/11/2026,11/11/2026,17/11/2026,18/11/2026,26/11/2026,30/11/2026,01/12/2026,06/12/2026,08/12/2026,13/12/2026,16/12/2026,24/12/2026,25/12/2026,26/12/2026,28/12/2026,31/12/2026
Denmark,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maundy Thursday,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ascension Day,0,0,0,0,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maundy Thursday,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ascension Day,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,0
Estonia,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Independence Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,0,0,0,0,0,0,0,Spring Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pentecost,0,0,0,0,0,0,0,0,Victory Day,Midsummer Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Day of Restoration of Independence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,Independence Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,0,0,0,0,0,0,0,0,Spring Day,0,0,0,0,0,0,0,0,0,0,0,Pentecost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victory Day,Midsummer Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Day of Restoration of Independence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,0
Spain,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,Day of Andalucía,Day of the Balearic Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,Maundy Thursday,Good Friday,0,0,Easter Monday,Day of Aragón,0,0,0,0,0,Labour Day,Day of Madrid,0,0,0,0,0,0,0,Galician Literature Day,0,0,0,0,Day of the Canary Islands,Day of Castilla-La Mancha,0,0,0,0,0,Day of Murcia,0,0,0,Corpus Christi,0,0,0,0,St. Johns Day,0,0,0,0,0,0,0,0,0,Santiago Apóstol,Day of the Cantabrian Institutions,0,0,0,0,Assumption,0,0,0,0,0,0,Day of Extremadura,National Day of Catalonia,Regional Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,Day of the Valencian Community,Fiesta Nacional de España,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,Constitution Day,Immaculate Conception,0,0,0,Christmas Day,Santiago Apóstol,0,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,Day of Andalucía,Day of the Balearic Islands,0,0,0,0,0,0,0,0,0,0,0,0,Maundy Thursday,Good Friday,0,0,Easter Monday,0,0,0,0,Day of Aragón,0,0,Labour Day,Day of Madrid,0,0,0,0,0,0,0,0,Galician Literature Day,0,0,0,Day of the Canary Islands,Day of Castilla-La Mancha,0,0,Corpus Christi,0,0,0,Day of Murcia,0,0,0,0,0,0,0,0,St. Johns Day,0,0,0,0,0,0,0,0,0,0,Santiago Apóstol,Day of the Cantabrian Institutions,0,0,0,0,Assumption,0,0,0,0,0,0,Day of Extremadura,0,National Day of Catalonia,Regional Holiday,0,0,0,0,0,0,0,0,0,0,0,Day of the Valencian Community,Fiesta Nacional de España,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,Constitution Day,Immaculate Conception,0,0,0,Christmas Day,Santiago Apóstol,0,0
Finland,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,May Day,0,0,0,0,0,0,0,0,0,0,0,0,Ascension Day,0,0,0,0,0,0,Pentecost,0,0,0,0,0,Midsummer Eve,Midsummer Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,Independence Day,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,May Day,0,0,0,0,0,0,0,0,Ascension Day,0,0,Pentecost,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsummer Eve,Midsummer Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,Independence Day,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,0
France,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Monday,0,0,0,0,0,0,Labour Day,0,0,0,0,0,Victory in Europe Day,0,0,0,0,0,0,Ascension Day,0,0,0,0,0,0,0,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bastille Day,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,Armistice Day,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,0,0,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Monday,0,0,0,0,0,0,0,Labour Day,0,0,0,0,0,Victory in Europe Day,0,0,Ascension Day,0,0,0,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bastille Day,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,Armistice Day,0,0,0,0,0,0,0,0,0,0,Christmas Day,0,0,0
United Kingdom,New Years Day,02-Jan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Patricks Day,0,0,0,0,0,0,0,0,Good Friday,0,0,Easter Monday,0,0,0,0,0,0,0,0,0,0,Early May Bank Holiday,0,0,0,0,0,0,0,Spring Bank Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Battle of the Boyne,0,0,0,0,Summer Bank Holiday,0,0,0,0,0,Summer Bank Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Andrews Day,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,02-Jan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Patricks Day,0,0,0,0,0,0,Good Friday,0,0,Easter Monday,0,0,0,0,0,0,0,0,0,0,Early May Bank Holiday,0,0,0,0,0,0,0,0,0,Spring Bank Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Battle of the Boyne,0,0,0,0,0,Summer Bank Holiday,0,0,0,0,0,0,Summer Bank Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Andrews Day,0,0,0,0,0,0,Christmas Day,0,St. Stephens Day,0
Greece,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean Monday,0,0,0,0,0,0,0,Independence Day,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,Labour Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ochi Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,Clean Monday,0,0,0,0,0,0,0,0,0,0,0,0,Independence Day,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,Labour Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ochi Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,0
Croatia,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,International Workers Day,0,0,0,0,0,0,0,0,0,0,0,0,0,National Day,0,0,0,0,0,0,0,0,0,0,Corpus Christi,0,0,Anti-Fascist Struggle Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victory and Homeland Thanksgiving Day and the Day of Croatian defenders,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,Remembrance Day,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,International Workers Day,0,0,0,0,0,0,0,0,0,0,0,0,0,National Day,0,0,0,Corpus Christi,0,0,0,0,0,0,0,0,0,0,Anti-Fascist Struggle Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victory and Homeland Thanksgiving Day and the Day of Croatian defenders,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,Remembrance Day,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,0
Hungary,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848 Revolution Memorial Day,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,Labour day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,State Foundation Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956 Revolution Memorial Day,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848 Revolution Memorial Day,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,Labour day,0,0,0,0,0,0,0,0,0,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,State Foundation Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956 Revolution Memorial Day,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,0
Ireland,New Years Day,0,0,0,0,0,0,0,0,0,Saint Brigids Day,0,0,0,0,0,0,0,0,0,0,0,0,Saint Patricks Day,0,0,0,0,0,0,0,0,0,0,0,Easter Monday,0,0,0,0,0,0,0,0,0,0,May Day,0,0,0,0,0,0,0,0,0,0,0,0,June Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,0,0,0,0,0,Saint Brigids Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Patricks Day,0,0,0,0,0,0,0,0,0,Easter Monday,0,0,0,0,0,0,0,0,0,0,May Day,0,0,0,0,0,0,0,0,0,0,0,0,June Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,0
Iceland,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maundy Thursday,Good Friday,0,Easter Sunday,Easter Monday,0,First Day of Summer,0,0,0,0,May Day,0,0,0,0,0,0,0,0,0,0,0,0,Ascension Day,0,0,0,0,0,0,Pentecost,Whit Monday,0,0,Icelandic National Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,New Years Eve,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maundy Thursday,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,First Day of Summer,0,0,May Day,0,0,0,0,0,0,0,0,Ascension Day,0,0,Pentecost,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,Icelandic National Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,New Years Eve
Italy,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Sunday,Easter Monday,0,0,Liberation Day,0,0,0,International Workers Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Republic Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,0,Immaculate Conception,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,Epiphany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Sunday,Easter Monday,0,0,0,0,0,Liberation Day,0,International Workers Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Republic Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,Immaculate Conception,0,0,0,Christmas Day,St. Stephens Day,0,0
South Korea,New Years Day,0,0,0,0,0,0,Lunar New Year,Lunar New Year,Lunar New Year,0,0,0,0,0,0,0,Independence Movement Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buddhas Birthday,0,0,0,0,0,0,0,0,0,0,0,0,0,Memorial Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberation Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Foundation Day,0,Chuseok,Chuseok,Chuseok,Hangul Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,0,0,New Years Day,0,0,0,0,0,0,0,0,0,Lunar New Year,Lunar New Year,Lunar New Year,0,0,0,Independence Movement Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Childrens Day,0,0,0,0,0,0,0,Buddhas Birthday,0,0,0,0,0,0,Memorial Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberation Day,0,0,0,0,0,0,0,0,0,0,0,0,0,Chuseok,Chuseok,Chuseok,0,0,0,National Foundation Day,0,Hangul Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,0,0,0
Lithuania,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,The Day of Restoration of the State of Lithuania,0,0,0,0,0,0,0,Day of Restoration of Independence of Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,International Working Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,St. Johns Day,0,0,0,0,0,Statehood Day,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,All Souls Day,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,New Years Day,0,0,0,0,0,0,0,0,0,The Day of Restoration of the State of Lithuania,0,0,0,0,0,0,0,0,0,0,Day of Restoration of Independence of Lithuania,0,0,0,0,0,0,0,0,0,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,International Working Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,St. Johns Day,0,0,0,0,0,Statehood Day,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,All Souls Day,0,0,0,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,0
Luxembourg,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Monday,0,0,0,0,0,0,Labour Day,0,0,0,0,0,0,Europe Day,0,0,0,0,0,Ascension Day,0,0,0,0,0,0,0,Whit Monday,0,0,0,0,0,0,0,Sovereigns birthday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easter Monday,0,0,0,0,0,0,0,Labour Day,0,0,0,0,0,0,Europe Day,0,Ascension Day,0,0,0,Whit Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sovereigns birthday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assumption Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Saints Day,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Day,St. Stephens Day,0,0
Latvia,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,Labour Day,0,0,Restoration of Independence day,0,0,0,0,Mothers Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsummer Eve,Midsummer Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proclamation Day of the Republic of Latvia,0,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,New Years Eve,New Years Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good Friday,0,Easter Sunday,Easter Monday,0,0,0,0,0,0,0,Labour Day,0,0,Restoration of Independence day,0,0,0,0,Mothers Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midsummer Eve,Midsummer Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proclamation Day of the Republic of Latvia,0,0,0,0,0,0,0,Christmas Eve,Christmas Day,St. Stephens Day,0,New Years Eve
